Effective date ,S&P GSCI Copper
12/7/2020,546.02
12/8/2020,545.19
12/9/2020,547.01
12/10/2020,558.12
12/11/2020,550.68
12/14/2020,549.08
12/15/2020,551.35
12/16/2020,555.11
12/17/2020,561.08
12/18/2020,565.88
12/21/2020,555.98
12/22/2020,548.87
12/23/2020,555.92
12/24/2020,551.93
12/28/2020,551.93
12/29/2020,557.07
12/30/2020,556.05
12/31/2020,550.16
1/4/2021,556.77
1/5/2021,566.98
1/6/2021,569.5
1/7/2021,579.29
1/8/2021,575.87
1/11/2021,557.05
1/12/2021,565.15
1/13/2021,567.52
1/14/2021,570.45
1/15/2021,563.36
1/19/2021,563.79
1/20/2021,570.2
1/21/2021,568.59
1/22/2021,567.12
1/25/2021,565.05
1/26/2021,567.88
1/27/2021,554.81
1/28/2021,558.46
1/29/2021,557.11
2/1/2021,552.88
2/2/2021,551.47
2/3/2021,556.15
2/4/2021,554.68
2/5/2021,561.16
2/8/2021,570.06
2/9/2021,577.79
2/10/2021,588.41
2/11/2021,587.06
2/12/2021,590.87
2/16/2021,596.08
2/17/2021,594.89
2/18/2021,606.51
2/19/2021,631.96
2/22/2021,645.41
2/23/2021,653.1
2/24/2021,660.47
2/25/2021,667.75
2/26/2021,643.9
3/1/2021,641.55
3/2/2021,650.85
3/3/2021,645.71
3/4/2021,631.89
3/5/2021,630.9
3/8/2021,638.34
3/9/2021,622.68
3/10/2021,628.37
3/11/2021,642.17
3/12/2021,644.17
3/15/2021,648.6
3/16/2021,635.41
3/17/2021,643.19
3/18/2021,642.61
3/19/2021,642.8
3/22/2021,646.31
3/23/2021,637.01
3/24/2021,636.71
3/25/2021,622.8
3/26/2021,635.73
3/29/2021,628.8
3/30/2021,622.16
3/31/2021,622.98
4/1/2021,623.4
4/5/2021,623.4
4/6/2021,641.74
4/7/2021,632.26
4/8/2021,638.8
4/9/2021,632.91
4/12/2021,628.17
4/13/2021,630.9
4/14/2021,643.34
4/15/2021,658.26
4/16/2021,653.12
4/19/2021,664.78
4/20/2021,660.88
4/21/2021,669.76
4/22/2021,666.78
4/23/2021,677.54
4/26/2021,691.61
4/27/2021,698.78
4/28/2021,700.36
4/29/2021,701
4/30/2021,696.67
5/3/2021,696.67
5/4/2021,706.63
5/5/2021,705.45
5/6/2021,715.67
5/7/2021,738.6
5/10/2021,735.93
5/11/2021,741.4
5/12/2021,740.37
5/13/2021,732.93
5/14/2021,725.43
5/17/2021,734.77
5/18/2021,737.08
5/19/2021,708.78
5/20/2021,712.25
5/21/2021,700.52
5/24/2021,704.93
5/25/2021,702.89
5/26/2021,707.22
5/27/2021,724.36
5/28/2021,727.08
6/1/2021,726.07
6/2/2021,718.95
6/3/2021,693.34
6/4/2021,705.25
6/7/2021,701.33
6/8/2021,705.71
6/9/2021,706.77
6/10/2021,700.5
6/11/2021,708.62
6/14/2021,706.19
6/15/2021,677.75
6/16/2021,684.84
6/17/2021,659.99
6/18/2021,648
6/21/2021,650.44
6/22/2021,659.02
6/23/2021,671.69
6/24/2021,667.2
6/25/2021,666.9
6/28/2021,664.97
6/29/2021,661.36
6/30/2021,664.23
7/1/2021,660.12
7/2/2021,663.94
7/6/2021,659.19
7/7/2021,669.18
7/8/2021,659.8
7/9/2021,673.79
7/12/2021,666.07
7/13/2021,666.35
7/14/2021,661.46
7/15/2021,671.74
7/16/2021,667.47
7/19/2021,652.99
7/20/2021,661.14
7/21/2021,662.1
7/22/2021,668.91
7/23/2021,674.24
7/26/2021,695.13
7/27/2021,691.39
7/28/2021,686.06
7/29/2021,695.7
7/30/2021,688.81
8/2/2021,686.8
8/3/2021,675.41
8/4/2021,670.04
8/5/2021,671.85
8/6/2021,670.18
8/9/2021,663.16
8/10/2021,674.11
8/11/2021,673.53
8/12/2021,670.43
8/13/2021,677.68
8/16/2021,668.48
8/17/2021,654.96
8/18/2021,640.62
8/19/2021,630.4
8/20/2021,640.73
8/23/2021,657.92
8/24/2021,664.44
8/25/2021,663.16
8/26/2021,659.37
8/27/2021,667.13
8/30/2021,667.13
8/31/2021,675.04
9/1/2021,661.64
9/2/2021,664.16
9/3/2021,668.06
9/7/2021,662.06
9/8/2021,654.85
9/9/2021,664.77
9/10/2021,686.79
9/13/2021,677.42
9/14/2021,668.91
9/15/2021,682.04
9/16/2021,663.59
9/17/2021,659.87
9/20/2021,640.22
9/21/2021,636.16
9/22/2021,658.58
9/23/2021,657.67
9/24/2021,661.87
9/27/2021,663.8
9/28/2021,657.04
9/29/2021,649.2
9/30/2021,633.48
10/1/2021,647
10/4/2021,655.62
10/5/2021,650.16
10/6/2021,641.1
10/7/2021,657.75
10/8/2021,663.58
10/11/2021,676.73
10/12/2021,670.99
10/13/2021,684.32
10/14/2021,708.17
10/15/2021,729.58
10/18/2021,723.7
10/19/2021,721.18
10/20/2021,724.57
10/21/2021,700.2
10/22/2021,690.38
10/25/2021,701.56
10/26/2021,696.09
10/27/2021,678.33
10/28/2021,689
10/29/2021,677.52
11/1/2021,686.34
11/2/2021,679.43
11/3/2021,674.54
11/4/2021,674.72
11/5/2021,678.48
11/8/2021,687.09
11/9/2021,679.47
11/10/2021,676.91
11/11/2021,683.9
11/12/2021,689.04
11/15/2021,686.31
11/16/2021,678.16
11/17/2021,667.59
11/18/2021,672.06
11/19/2021,687.69
11/22/2021,692.97
11/23/2021,690.81
11/24/2021,698.85
11/26/2021,672.88
11/29/2021,680.99
11/30/2021,671.42
12/1/2021,671.12
12/2/2021,677.06
12/3/2021,670.47
12/6/2021,676.77
12/7/2021,681.33
12/8/2021,684.75
12/9/2021,676.45
12/10/2021,674.19
12/13/2021,669.79
12/14/2021,667.45
12/15/2021,652.64
12/16/2021,674.97
12/17/2021,670.54
12/20/2021,670.89
12/21/2021,677.48
12/22/2021,683.22
12/23/2021,682.87
12/27/2021,679.89
12/28/2021,679.89
12/29/2021,688.65
12/30/2021,688.97
12/31/2021,690.35
1/3/2022,690.35
1/4/2022,693.71
1/5/2022,688.45
1/6/2022,676.51
1/7/2022,685.24
1/10/2022,678.61
1/11/2022,689.87
1/12/2022,714.6
1/13/2022,706.79
1/14/2022,689.69
1/18/2022,686.52
1/19/2022,698.41
1/20/2022,709.17
1/21/2022,706.4
1/24/2022,691.23
1/25/2022,696.34
1/26/2022,704.88
1/27/2022,695.68
1/28/2022,675.96
1/31/2022,675.78
2/1/2022,689
2/2/2022,699.56
2/3/2022,698.92
2/4/2022,699.17
2/7/2022,694.61
2/8/2022,694.85
2/9/2022,714.64
2/10/2022,728.39
2/11/2022,699.99
2/14/2022,704.56
2/15/2022,707.75
2/16/2022,709.43
2/17/2022,704.77
2/18/2022,707
2/22/2022,704.56
2/23/2022,701.12
2/24/2022,701.09
2/25/2022,701.69
2/28/2022,702.36
3/1/2022,714.77
3/2/2022,722.39
3/3/2022,735.8
3/4/2022,758.18
3/7/2022,728.38
3/8/2022,722.93
3/9/2022,708.81
3/10/2022,717.25
3/11/2022,721.89
3/14/2022,704.2
3/15/2022,702.01
3/16/2022,713.42
3/17/2022,726.67
3/18/2022,732.98
3/21/2022,730.12
3/22/2022,727.84
3/23/2022,740.39
3/24/2022,733.12
3/25/2022,727.45
3/28/2022,733.09
3/29/2022,731.39
3/30/2022,735
3/31/2022,735.36
4/1/2022,733.73
4/4/2022,741.7
4/5/2022,740.43
4/6/2022,729.9
4/7/2022,730.36
4/8/2022,731.27
4/11/2022,722.53
4/12/2022,732.7
4/13/2022,729.69
4/14/2022,730.8
4/18/2022,730.8
4/19/2022,729.86
4/20/2022,724.03
4/21/2022,728.84
4/22/2022,716.52
4/25/2022,692.42
4/26/2022,698.89
4/27/2022,698.92
4/28/2022,687.3
4/29/2022,692.47
5/2/2022,692.47
5/3/2022,666.69
5/4/2022,671.1
5/5/2022,673.48
5/6/2022,667.29
5/9/2022,654.88
5/10/2022,654.38
5/11/2022,662.39
5/12/2022,644.38
5/13/2022,649.2
5/16/2022,654.91
5/17/2022,664.23
5/18/2022,655.02
5/19/2022,668.23
5/20/2022,668.48
5/23/2022,677.31
5/24/2022,670.29
5/25/2022,664.41
5/26/2022,662.67
5/27/2022,670.32
5/31/2022,669.65
6/1/2022,673.48
6/2/2022,673.48
6/3/2022,673.48
6/6/2022,690.91
6/7/2022,687.67
6/8/2022,690.08
6/9/2022,681.75
6/10/2022,669.78
6/13/2022,658.72
6/14/2022,654.11
6/15/2022,654.16
6/16/2022,643.21
6/17/2022,635.24
6/21/2022,637.75
6/22/2022,622.16
6/23/2022,596.18
6/24/2022,594.48
6/27/2022,597.26
6/28/2022,593.35
6/29/2022,595.97
6/30/2022,585.66
7/1/2022,570.54
7/5/2022,543.46
7/6/2022,532.94
7/7/2022,554.72
7/8/2022,553.21
7/11/2022,537.52
7/12/2022,521
7/13/2022,519.29
7/14/2022,508.32
7/15/2022,509.72
7/18/2022,526.51
7/19/2022,515.84
7/20/2022,523.28
7/21/2022,519.2
7/22/2022,528.35
7/25/2022,530.46
7/26/2022,534.48
7/27/2022,541.66
7/28/2022,550.66
7/29/2022,561.77
8/1/2022,554.56
8/2/2022,553.74
8/3/2022,544.42
8/4/2022,547.7
8/5/2022,557.98
8/8/2022,566.59
8/9/2022,566.25
8/10/2022,573.39
8/11/2022,579.49
8/12/2022,573.66
8/15/2022,565.74
8/16/2022,565.83
8/17/2022,562.18
8/18/2022,570.15
8/19/2022,573.69
8/22/2022,570.91
8/23/2022,577.52
8/24/2022,570.77
8/25/2022,577.82
8/26/2022,579.97
8/29/2022,579.97
8/30/2022,558.76
8/31/2022,555.21
9/1/2022,541.23
9/2/2022,544.08
9/6/2022,548.12
9/7/2022,544.12
9/8/2022,557.39
9/9/2022,558.99
9/12/2022,566.56
9/13/2022,559.67
9/14/2022,554.15
9/15/2022,549.47
9/16/2022,551.95
9/19/2022,551.28
9/20/2022,552.09
9/21/2022,547.49
9/22/2022,546.99
9/23/2022,531.4
9/26/2022,524.63
9/27/2022,524.66
9/28/2022,530.58
9/29/2022,539.69
9/30/2022,541.25
10/3/2022,536.61
10/4/2022,551.6
10/5/2022,547.24
10/6/2022,541.85
10/7/2022,531.39
10/10/2022,539.96
10/11/2022,541.17
10/12/2022,537.63
10/13/2022,538.91
10/14/2022,536.64
10/17/2022,538.52
10/18/2022,528.42
10/19/2022,526.28
10/20/2022,539.58
10/21/2022,544.31
10/24/2022,540.4
10/25/2022,537.49
10/26/2022,556.56
10/27/2022,554.24
10/28/2022,538.63
10/31/2022,531.54
11/1/2022,545.68
11/2/2022,542.86
11/3/2022,538.34
11/4/2022,576.69
11/7/2022,561.97
11/8/2022,576.11
11/9/2022,575.15
11/10/2022,587
11/11/2022,602.7
11/14/2022,593.84
11/15/2022,593.72
11/16/2022,587.84
11/17/2022,574.67
11/18/2022,572.37
11/21/2022,558.28
11/22/2022,567.67
11/23/2022,566.94
11/25/2022,567.12
11/28/2022,563.79
11/29/2022,569.92
11/30/2022,584.19
12/1/2022,590.62
12/2/2022,598.98
